Industry_Type,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,Population_Millions,GDP_Billion_USD,Urbanization_Percentage,Renewable_Energy_Percentage,Industrial_Growth_Percentage,Transport_Growth_Percentage,Continent
Manufacturing,germany,2016,19.21,563.33,53.49,123.3,24.61,4.88,1340.87,1601.46,75.2,85.16,-1.11,1.9,Europe
Mining,germany,2000,183.79,975.7,7.21,61.22,22.74,0.78,521.25,21616.04,40.25,97.09,14.87,4.64,Europe
Mining,germany,2001,56.44,868.16,62.88,116.38,32.32,15.73,135.83,5670.3,38.64,85.66,13,1.29,Europe
Mining,germany,2000,221.23,854.62,45.55,184.63,44.46,2.61,646.01,13393.58,65.68,43.61,13.82,-0.76,Europe
Mining,germany,2019,108.09,735.17,24.41,68.22,43.79,7.61,1475.16,2034.85,72.31,72.14,-4.69,-4.99,Europe
Construction,germany,2011,71.64,546.49,45.75,66.38,7.6,5.4,850.61,14902.85,94.64,24.28,5.83,5.48,Europe
Energy,germany,2003,95.38,459.24,41.12,193.68,41.32,12.5,433.35,6276.59,32.85,17.97,-9.08,6.37,Europe
Energy,germany,2021,246.09,895.57,58.09,97.53,45.97,13.4,1312.72,19110.44,37.44,42.88,6.28,1.32,Europe
Construction,germany,2010,48.91,62.58,30.9,139.98,14.95,6.29,158.13,21281.3,85.11,32.16,11.94,2.11,Europe
Construction,germany,2007,297.02,833,27.42,57.08,23.69,4.56,138.01,19380.42,75.64,25.13,4.43,0.86,Europe
Manufacturing,germany,2006,93.91,96.28,49.71,19.16,32.62,15.95,769.72,20267.54,20.52,46.45,-3.53,-0.75,Europe
Energy,germany,2017,145.39,340.36,50.24,11.46,19.93,11.25,1433.64,3584.51,76.56,50.9,8.19,8.99,Europe
Construction,germany,2019,297.87,658.79,16.78,159.65,37.06,5.49,418.54,16203.24,50.29,64.65,1.7,6.48,Europe
Energy,germany,2001,135.72,225.29,75.05,56.81,44.54,12.39,129.5,23397.15,99.35,95.13,13.77,6.96,Europe
Energy,germany,2001,133.9,133.87,51.98,184.56,0.16,3.28,972.76,12750.69,87.52,47.83,7.04,7.35,Europe
Energy,germany,2003,218.45,187.97,70.64,66.96,27,19.26,31.88,3437.98,42.25,43.31,6.68,9.73,Europe
Construction,germany,2004,87.39,682.58,57.01,186.39,45.95,6.65,520.28,10529.54,72.16,0.18,3.44,6.56,Europe
Construction,germany,2016,6.38,556.38,50.46,68.73,49.08,5.54,177.16,24679.05,84.72,38.45,-3.81,-0.13,Europe
Manufacturing,germany,2005,282.04,372.2,68.71,102.48,2.61,9.01,910.94,19918.41,29.62,15.42,1.2,5.95,Europe
Mining,germany,2000,176.27,663.76,45.96,185.71,18.37,8.15,970.96,113.3,72.02,43.73,10.91,-1.27,Europe
Energy,germany,2017,232.15,906.31,93.57,152.73,32.57,10.04,665.71,22189.23,89.75,3.78,7.33,5.51,Europe
Energy,germany,2008,253.1,859.92,64.48,57.07,34.89,11.42,1325.08,22369.62,62.14,76.61,-2.06,-3.37,Europe
Construction,germany,2022,280.19,669.53,55.36,134.16,11.76,4.88,1495.39,18243.49,64.67,93.83,-2.76,0.35,Europe
Energy,germany,2008,21.36,937.55,69.33,20.68,17.84,7.22,1022.6,20035.47,41.85,74.53,8.93,2.47,Europe
Mining,germany,2021,176.34,542.97,42.61,160.95,28.96,6.51,160.69,14646.23,22.75,67.44,-5.48,5.06,Europe
Energy,germany,2012,189.15,541.16,91.77,117.36,25.26,7.79,665.89,23908.78,63.37,71.27,14.35,-2.33,Europe
Construction,germany,2007,125.39,711.76,18.96,179.22,32.11,11.31,10.85,8789.52,25.14,84.81,-7.36,1.05,Europe
Mining,germany,2011,135.93,907.1,28.34,42.17,21.45,13.63,776.23,20329.15,67.46,82.87,-7.76,2.12,Europe
Manufacturing,germany,2008,225.95,125.51,37.25,13.5,7.83,0.32,1277.29,9117.99,70.11,55.83,-7.3,5.09,Europe
Manufacturing,germany,2011,39.07,142.14,10.55,120.56,15.57,4.55,437.76,1229,61.17,45.54,14.19,-3.09,Europe
Construction,germany,2005,277.62,126.57,87.54,4.19,47.92,10.28,466.38,4958,77.06,3.41,-4.25,8.43,Europe
Mining,germany,2000,64.3,582.58,75.87,83.97,32.78,14.47,122.6,5293.06,64.26,34.89,5.34,2.07,Europe
Construction,germany,2011,118.17,870.64,73.19,153.38,5.62,5.44,199.62,10057.64,98.04,65.16,11.24,-1.21,Europe
Energy,germany,2010,63.6,209.99,73.55,39.27,42.81,6.71,1466.45,20630.79,62.91,63.26,-7.07,4.27,Europe
Mining,germany,2018,259.77,673.12,84.14,92.7,37.94,16.48,681.72,5822.46,29.3,21.97,8.79,9.84,Europe
Energy,germany,2011,252.91,834.04,86.2,171.89,18.36,6.94,1197.12,7237.2,73.16,50.1,3.89,-3.31,Europe
Construction,germany,2004,44.87,499.62,59.13,9.56,3.6,3.93,1087.05,19617.31,66.06,78.89,-6.62,3.57,Europe
Energy,germany,2009,119.11,621.38,50.95,175.26,24.61,1.04,577.83,23328.39,41.26,7.04,-1.93,-1.3,Europe
Construction,germany,2020,122.42,620.82,88.67,181.33,20.52,3.51,298.49,4345.13,43.79,61.65,-2.68,5.52,Europe
Manufacturing,germany,2008,38.55,619.05,25.21,133.32,13.64,7.16,1327.92,1848.48,24.2,49.5,8.18,-0.65,Europe
Energy,germany,2015,86.19,550.54,18.65,124.27,18.21,15.99,933.49,949.29,70.23,78.2,-0.5,9.77,Europe
Mining,germany,2011,135.41,328.51,47.06,7.61,6.6,9.14,710.08,17443.61,53.71,2.8,13.52,4.77,Europe
Energy,germany,2005,278.32,594.66,86.78,62.37,42.66,1.58,1030.02,3438.12,38.27,48.93,10.94,3.44,Europe
Energy,germany,2018,142.26,914.34,74.3,132.57,40.41,10.18,328.4,21594.56,33.81,56.16,0.42,0.61,Europe
Construction,germany,2000,166.36,954,26.47,113.32,1.16,17.56,64.14,5043.36,38.13,68.54,5.2,-4.03,Europe
Energy,germany,2015,290.45,95,42.19,177.06,28.73,15.32,329.62,17748.1,92.85,33.74,5.41,-3.27,Europe
Construction,germany,2015,139.38,711.31,52.9,33.41,44.65,0.22,1447.64,862.71,93.83,48.66,-0.6,-0.89,Europe
Construction,germany,2020,288.54,610.1,87.83,92.38,41.59,17.1,45.85,883.91,84.55,36.33,-5.9,9.54,Europe
Energy,germany,2009,1.62,169.57,56.66,186.31,29.07,2.81,717.55,17789.29,30.49,52.41,-9.3,5.89,Europe
Energy,germany,2019,136.64,189.78,92.93,114.4,11.84,10.89,202.41,6994.07,55.64,9.95,3.67,-3.86,Europe
Manufacturing,germany,2011,214.44,387.44,69.73,37.3,25.92,13.85,546.15,9636.76,52.52,49.33,6.32,3.44,Europe
Mining,germany,2008,106.05,729.69,78.59,108.53,46.1,17.58,285.41,7158.38,97.86,18.16,14.98,3.67,Europe
Energy,germany,2006,218.12,929.38,30.02,184.01,4.86,2.9,1482.04,3728.84,33.12,3.23,-5.55,5.06,Europe
Manufacturing,germany,2021,208.61,395.07,61.37,34.32,4.05,2.96,1038.41,13578.93,25.56,74.27,5.87,2.36,Europe
Construction,germany,2021,6.65,286.02,37.91,8.84,14.77,9.41,645.82,3440.79,78.66,9.49,12.93,0,Europe
Manufacturing,germany,2005,187.34,886.3,19.99,53.26,7.91,7.34,704.76,10187.25,49.99,95.51,13.87,-3.97,Europe
Construction,germany,2001,52.47,186.41,87.16,42.15,10.6,13.8,1300.05,11661.44,58.59,71.89,5.62,-2.99,Europe
Mining,germany,2015,184.66,684.93,65.3,29.47,45.2,6.88,1462.32,7552.47,21.5,47.32,6.86,-1.36,Europe
Construction,germany,2015,109.41,185.12,20.71,163.18,21.18,1.38,73.39,21759.15,20.87,60.3,13.95,8.34,Europe
Construction,germany,2007,284.39,319.56,51.11,183.61,28.81,19.58,10.83,7898.54,53.6,95.41,11.93,0.3,Europe
Construction,germany,2017,286.64,339.38,81.79,80.85,44.64,1.39,1275.84,2454.2,57.66,81.1,8.81,4.52,Europe
Manufacturing,germany,2018,160.2,699.71,75.37,174.99,9.1,14.37,64.22,10910.21,91.8,29.13,-3.17,5.39,Europe
Energy,germany,2011,163.19,140.06,88.36,119.31,44.48,7.39,179.57,15359,28.54,44.92,-8.32,5.53,Europe
Energy,germany,2008,174.06,691,86.53,136.19,29.07,6.47,1069.7,22171.01,83.61,87.56,-4.84,-4.75,Europe
Energy,germany,2022,11.58,789.19,18.37,143.41,4.86,5.74,25.52,17486.83,73.89,72.74,7.13,2.69,Europe
Mining,germany,2003,229.4,427.45,83.53,171.02,24.68,4.68,1497.15,1470.75,78.16,44.33,13.28,8.35,Europe
Energy,germany,2006,106.38,579.46,41.93,143.05,18.93,18.84,863.99,12908.68,53.18,72.92,12.17,-4.29,Europe
Manufacturing,germany,2017,19.97,299.04,25.66,36.47,19.97,19.12,393.1,5259.03,29.27,45.17,-1.27,2.1,Europe
Energy,germany,2010,97.66,962.24,70.4,54.76,24.53,19.03,739.58,21992.56,76.67,80.36,-5.69,2.75,Europe
Manufacturing,germany,2006,15.96,407.26,89.88,89.62,3.18,10.46,956.09,14182.42,68.14,41.19,-2.96,3.79,Europe
Construction,germany,2009,24,492.98,61.79,61.92,35.74,12.62,954.89,20106.33,40.66,56.81,9.11,-4.81,Europe
Construction,germany,2017,51.06,729.43,35.44,137.37,30.28,1.4,1454.12,20380.49,58.78,77.7,4.15,0.6,Europe
Mining,germany,2001,287.14,757.91,85.57,21.92,30.68,2.54,480.09,12722.91,46.18,4.98,-3.42,-3.81,Europe
Energy,germany,2006,164.26,611.24,25.66,90.28,25.07,0.86,1357.04,18591.47,31.04,42.35,-1.64,-3.88,Europe
Energy,germany,2015,78.91,593.35,43.39,75.78,46.15,12.78,1460.81,24731.31,22.52,47.92,11.79,2.88,Europe
Mining,germany,2019,207.24,342.87,46.18,176.53,21.33,15.72,410.59,14011.52,89.48,22.08,-5.71,-2.85,Europe
Construction,germany,2007,153.89,927.92,97.95,34.89,47.17,12.26,1192.93,6689.51,55.65,67.68,-6.91,6.15,Europe
Mining,germany,2004,81.66,84.95,65.08,63.21,46.3,1.91,194.86,13095.31,25.33,82.13,-2.59,-1.41,Europe
Mining,germany,2009,171.06,171.6,87.79,106.41,23.81,19.29,217.39,12640.32,43.62,62.12,5.81,3.33,Europe
Manufacturing,germany,2002,199.71,964.91,47.87,29.3,10.36,14.59,829.28,12414.56,38.67,36.39,13.34,-2.58,Europe
Mining,germany,2010,53.37,224.09,74.15,130.51,30.43,8.41,253.37,13315.31,66.2,85.74,14.5,9.49,Europe
Mining,germany,2019,230.04,141.25,65.31,184.09,3.75,2.97,1253.44,24960.16,50.23,87.91,1.66,4.52,Europe
Energy,germany,2002,97.49,333.78,21.05,64.91,12.48,16.88,1475.43,6838.14,75.5,24.03,-5.96,-2.45,Europe
Energy,germany,2022,33.19,756.02,2.46,105.5,37.49,9.85,706.8,12827.1,60.7,57.38,-8.28,-3.59,Europe
Manufacturing,germany,2004,117.86,779.08,12.63,65.78,43.92,18.92,600.31,15018.59,42.09,9.12,-8.01,0.66,Europe
Manufacturing,germany,2022,267.34,702.46,28.47,67.93,17.74,1.36,1127.53,6798.13,32.03,74.35,-8.98,-4.69,Europe
Energy,germany,2015,287.41,797.29,41.19,183.04,13.87,11.95,107.44,19387.3,27.37,4.31,3.23,0.35,Europe
Construction,germany,2018,188.46,552.45,75.69,17.38,41.33,15.34,1249.32,21944.58,32.01,9.35,5.67,6.25,Europe
Manufacturing,germany,2003,5.55,851.87,28.73,14.17,14.57,3.29,576,21193.27,99.38,54.74,1,-2.92,Europe
Manufacturing,germany,2010,129.13,533.02,75.77,83.53,43.96,4.1,749.86,17401.95,87.55,42.53,8.64,-0.45,Europe
Manufacturing,germany,2004,119.89,660.84,59.7,180.47,16.7,8.35,1194.58,19119.11,64.53,16.24,-7.16,1.18,Europe
Manufacturing,germany,2013,96.74,772.7,71.45,8.13,2.91,13.91,329.95,6595.77,47.16,0,4.37,3.8,Europe
Mining,germany,2017,106.9,688.83,57.7,156.35,26.1,1.4,312.13,7393.82,32.6,59.52,-0.11,7.45,Europe
Energy,germany,2019,56.22,19.73,3.98,157.91,30.27,2.01,1348.27,2904.17,41.47,63.75,9.49,6.61,Europe
Construction,germany,2008,158.46,570.72,24.9,182.56,22.23,17.99,1298.99,19027.8,67.67,40.66,9.24,0.27,Europe
Mining,germany,2000,12.74,64.03,40.13,140.15,10.42,14.66,896.78,6741.81,44.99,9.05,8.59,6.74,Europe
Manufacturing,germany,2001,124.67,760.77,20.61,98.89,2.3,9.84,273.48,7741.26,94.26,66.55,12.27,8.8,Europe
Construction,germany,2020,260.25,331.59,0.47,119.12,12.88,17.93,1214.65,14543.76,85.6,31.72,-7.95,2.93,Europe
Mining,germany,2018,196.89,724.1,2.41,124.45,47.38,15.68,189.7,16418.82,76.29,8.85,13.76,-4.24,Europe
Energy,germany,2019,27.09,256.97,61.28,4.33,19.76,18.9,647.15,17299.38,85.58,22.36,5.97,0.35,Europe
Construction,germany,2007,43.15,433.54,28.09,186.14,26.77,16.53,1310.45,722.2,75.85,66.44,4.43,1.29,Europe
Construction,germany,2009,38.13,487.1,80.81,96.7,31.4,6.73,358.7,17309.54,44.27,31.4,-2.6,7.92,Europe
Manufacturing,germany,2021,77.22,509.48,42.58,136.37,1.55,1.69,176.48,13313.15,60.49,18.69,12.39,1.86,Europe
Energy,germany,2004,37.86,455.98,38.23,132.5,36.01,8.18,275.43,15845.95,94.67,43.68,-0.77,7.66,Europe
Mining,germany,2010,143.81,997.29,7.58,70.21,34.9,3.28,1481.1,23160.16,73.65,73.3,-2.03,1.12,Europe
Manufacturing,germany,2015,195.94,995.42,44.67,123.21,11.54,9.94,764.33,11158.43,75.99,28.36,12.38,4.33,Europe
Mining,germany,2018,207.57,643.02,76.05,2.12,18.09,16.06,725.13,22199.49,37.46,51.03,11.15,7.79,Europe
Construction,germany,2014,182.27,599.55,62.29,50.83,1.86,2.92,864.17,13636.27,49.53,12.96,3.49,9.83,Europe
Mining,germany,2004,59.2,755.21,51.57,191.15,39.16,5.59,798.32,83.97,23.28,55.15,9.22,-2.44,Europe
Manufacturing,germany,2004,284.25,414.55,49.08,31.08,3.97,2.27,478.84,16012.73,57.96,16.28,0.93,-1.46,Europe
Mining,germany,2006,106.1,778.82,41.52,36.67,28.09,14.33,643.03,17629.65,95.4,76.84,-8.07,4.57,Europe
Construction,germany,2004,88.45,986.52,59.23,26.5,13.45,1.51,334.94,944.49,21.85,45.02,-1.1,2.16,Europe
Energy,germany,2019,198.48,323.18,70.79,67.26,23.35,14.95,281.52,17405.15,73.67,46.53,2.96,9.67,Europe
Construction,germany,2015,90.36,930.68,0.34,54.85,1.29,3.65,289.4,208.42,90.81,15.81,-4.83,1.66,Europe
Mining,germany,2016,158.58,837.92,74.59,181.31,5.79,5.72,376.37,21581.54,91.68,89.29,4.68,2.65,Europe
Mining,germany,2018,184.41,344.45,56.68,8.29,18.69,14.3,195.84,16996.04,21.05,46.75,-2.4,-0.74,Europe
Mining,germany,2019,208.64,722.71,53.75,134.52,2.73,3.1,125.99,24882.64,51.08,5.1,0.6,-2.36,Europe
Energy,germany,2001,186.55,644.2,86.06,195.52,40.04,18.39,43.07,11696.32,37.49,78.02,14.96,-1.64,Europe
Mining,germany,2009,202.98,124.96,65.39,88.36,20.03,5.83,278.83,1916.11,95.49,92.96,7.23,6.15,Europe
Manufacturing,germany,2012,167.63,539.72,43.52,147.84,4.87,14.05,199.82,2118.8,79.5,7.58,8.99,3.16,Europe
Construction,germany,2016,30.99,46.22,44.54,81.13,16.08,9.19,1463.58,18248.32,46.8,21.7,0.1,3.63,Europe
Energy,germany,2014,87.66,2.42,82.01,48.45,12.23,4.71,1167.19,8776.01,52.62,79.66,2.23,2.22,Europe
Energy,germany,2002,187.91,619.02,33.41,92.48,27.87,13.81,358.29,20862.34,26.68,56.31,-0.39,5.77,Europe
Energy,germany,2003,181.95,103.05,25.07,28.89,29.13,7.14,1416.42,19508.79,64.86,53.32,14.59,-1.23,Europe
Energy,germany,2020,152.06,414.49,25.84,8.19,13.72,2.32,391.63,10589.06,35.04,45.43,0.98,-3.79,Europe
Energy,germany,2021,203.72,711.71,10.6,14.88,24.34,14.71,1115.8,9736.91,71.84,11.18,14.99,-3.39,Europe
Energy,germany,2007,109.72,259.97,93.67,156.98,23.38,13.38,1190.06,15738.5,37.67,11.96,6.78,8.36,Europe
Mining,germany,2013,48.64,36.78,39.73,147.5,8.18,6.73,1183.21,2682.38,56.52,54.4,1.68,-0.21,Europe
Mining,germany,2004,149.14,25.91,98.03,18.63,9.22,1.73,900.57,7789.76,36.34,0.87,-3.7,8.39,Europe
Mining,germany,2002,103.3,429.86,73.29,15.17,6.11,19.45,728.01,19453.55,57.92,81.09,4.71,-1.06,Europe
Mining,germany,2006,98.77,151.2,26.32,98.27,4.33,13.14,1264.63,4666.05,67.96,8.23,-6.56,-4.45,Europe
Mining,germany,2006,230.31,885.21,59.78,172.42,8.27,19.91,1497.17,22745.49,54.85,89.42,-2.46,7.57,Europe
Construction,germany,2015,297.82,3.21,18.19,146.24,40.97,12.25,1323.91,18216.31,58.94,75.2,-1.54,5.08,Europe
Manufacturing,germany,2013,92.86,310.09,71.7,4.93,28.08,13.69,730.56,6327.13,52.69,34.43,-1.17,-1.92,Europe
Manufacturing,germany,2002,291.32,646.76,34.32,49.57,22.83,14.97,1173.94,11231.99,96.93,8.09,-0.1,3.76,Europe
Manufacturing,germany,2012,119.53,23.92,34.7,20.58,1.62,14.37,728.64,17531.72,26.22,60.98,7.08,-2.01,Europe
Manufacturing,germany,2003,196.91,365.8,74.82,142.81,25.56,2.82,231.91,8995.94,98.21,75.82,-4.71,9.92,Europe
Construction,germany,2019,223.16,366.83,67.2,102.51,44.76,8.78,212.44,9018.15,89.75,71.77,-4.04,0.37,Europe
Mining,germany,2005,99.31,427.68,72.84,138.36,25.5,7.3,815.41,22158.83,83.05,43.75,-7.88,6.74,Europe
Manufacturing,germany,2001,274.81,384.91,68.46,137.32,3.88,13.88,222.43,20165.29,92.82,42.44,13.69,7.28,Europe
Construction,germany,2014,213.66,804.97,99.47,9.66,28.77,16.98,1085.69,8145.44,97.52,8.75,8.3,8.91,Europe
Mining,germany,2006,105.9,502.15,33.07,86.14,28.37,2.07,758.47,10493.15,66.42,37.24,13.98,9.69,Europe
Energy,germany,2002,159.65,728.59,35.61,153.75,30.52,6.98,580.46,14654.11,86.91,42.12,-6.48,2.72,Europe
Mining,germany,2019,289.39,219.42,45.72,98.54,8.27,18.18,1066.29,11746.17,42.93,80.27,9.53,3.35,Europe
Manufacturing,germany,2001,241.91,400.03,35.86,5.04,2.84,13.23,735.96,10032.62,67.51,65.93,-7.65,7.83,Europe
Energy,germany,2015,279.7,778.13,39.7,47.63,9.79,17.29,1105.25,20947.06,42.11,99.68,12.86,1.21,Europe
Energy,germany,2012,46.96,817.39,64.02,191.06,28.64,13.62,1116.53,398.04,85.9,81.22,-5.28,5.8,Europe
Construction,germany,2017,82.09,825.26,22.4,99.51,16.24,0.25,1247.97,14519.43,50.18,44.18,9.88,2.7,Europe
Energy,germany,2014,144.52,924.59,88.42,9.23,35.26,11.54,197.82,14960.99,63.74,65.14,0.72,0.06,Europe
Mining,germany,2000,117.97,436.39,54.59,128.24,28.25,5.35,379.19,9134.86,88.59,96.13,3.2,9.99,Europe
Manufacturing,germany,2020,215.03,386.36,99.96,2.02,41.06,13.18,813.61,24931.43,90.71,79.75,6.61,8.33,Europe
Energy,germany,2004,241.99,271.37,37.22,43.77,37.32,2.07,789.51,11863.64,24.6,64.24,4.42,-1.24,Europe
Energy,germany,2020,28.04,161.2,41.55,49.51,42.68,4.34,848.08,12698.27,40.24,7.2,-0.35,1.76,Europe
Construction,germany,2003,118.39,240.01,89.64,20.41,45.9,12.94,861.41,18243.35,38.69,83.82,5.79,6.26,Europe
Energy,germany,2003,229.5,57.25,67.53,112.3,24.09,19.07,94.96,20226.95,84.88,39.03,14.64,-0.14,Europe
Construction,germany,2006,97.69,258.82,95.94,10.07,27.51,13.14,581.77,5331.69,20.23,82.21,7.23,5.95,Europe
Construction,germany,2008,30.96,464.61,7.78,133.61,5.75,8.13,233.62,11652.44,87.67,69.38,-1.58,-4.96,Europe
Manufacturing,germany,2015,36.85,811.32,24.77,181.35,16.14,19.73,449.56,6295.43,43.94,52.71,-7.56,-3.2,Europe
Manufacturing,germany,2019,54.65,597.85,48.73,63.82,32.03,14.79,12.38,13570.63,67.86,56.29,-1.41,3.76,Europe
Mining,germany,2001,54.82,578.21,95.04,33.93,13.14,13.23,1388.27,21162,89.84,6.11,4.75,8.01,Europe
Energy,germany,2002,217.43,201.99,6.73,110.53,37.03,12.32,1496.05,21839.08,31.01,39.62,5.65,3.44,Europe
Energy,germany,2001,199.77,351.18,3.07,189.02,1.94,2.24,481.92,2290.82,81.01,78.03,14.01,8.24,Europe
Mining,germany,2016,281.71,547.45,93.48,1.4,43.4,12.53,1383.72,3738.67,55.74,3.21,8.35,4.54,Europe
Energy,germany,2000,33.39,614.18,32.92,89.49,4.9,16.55,1316.66,12869.41,23.99,35.37,-6.71,-4.15,Europe
Manufacturing,germany,2010,82.54,985,93.89,164.99,44.87,1.12,652.29,1975.24,80.11,45.9,2.83,-3.53,Europe
Energy,germany,2022,67.12,871.48,91,9.01,16.39,19.83,820.43,9762.33,89.4,10.46,9.12,3.31,Europe
Mining,germany,2011,19.62,570.5,32.57,53.24,18.1,16.07,963.26,1822.83,98.73,0.15,4.52,4.35,Europe
Energy,germany,2000,165.62,571.31,4.91,103.64,48.85,8.61,1424.47,24716.03,67.25,47.41,-7.23,3.28,Europe
Manufacturing,germany,2000,221.85,824.36,22.6,91.73,48.6,1.28,626.58,1785.31,56.14,58.57,-8.63,-1.85,Europe
Energy,germany,2005,280.51,74.55,81.73,80.66,35.71,1.23,1467.37,3139.73,99.54,32.16,-7.18,7.41,Europe
Construction,germany,2017,170.27,706.57,42.19,68.97,48.19,9.07,1192.8,7742.18,89.87,39.06,-0.79,7.9,Europe
Construction,germany,2018,207.71,942.34,46.59,146.56,13.44,5.64,1056.26,10959.9,54.48,54.85,3.18,-1.88,Europe
Manufacturing,germany,2017,246.37,732.43,88.23,102.61,27.65,2.9,121.19,7872.49,98.31,23.68,-0.33,1.4,Europe
Manufacturing,germany,2014,155.04,394.37,33.92,181.67,11.33,0.6,1376.87,17110.47,53.92,93.76,-9.43,3.61,Europe
Energy,germany,2022,3.65,27.1,80.86,30.28,42.29,10.2,1069.25,1516.34,33.4,83.92,3.72,-2.19,Europe
Mining,germany,2018,155.32,207.83,65.03,94.28,34.04,19.03,50.43,8271.62,72.29,54.73,14.12,5.34,Europe
Manufacturing,germany,2013,250.83,449.89,48.45,12.82,48.39,10.71,481.27,19681.43,93.33,58.29,-7.92,8.44,Europe
Energy,germany,2012,104.34,664.2,21.3,157.81,19.56,2.75,377.14,8624.97,48.76,75.65,9.92,8.41,Europe
Manufacturing,germany,2001,156.36,103.1,53.88,108.4,40.35,0.6,172.17,11390.62,24,39.49,1.09,0.23,Europe
Energy,germany,2006,179.07,316.69,1.77,153.71,30.17,5.28,690.21,6937.36,52.29,61.56,-2.58,4.26,Europe
Manufacturing,germany,2017,140.68,255.36,3.54,140.22,4.17,17.03,1274.68,11295.77,71.19,3.18,-0.2,3.5,Europe
Mining,germany,2016,11.59,573.22,10.21,196.81,42.11,8.67,1143.74,24965.28,67.77,34.81,13.97,8.48,Europe
Construction,germany,2007,104.87,635.25,47.4,0.14,32.33,15.95,416.79,11182.6,60.99,1.75,-7.23,-1.09,Europe
Construction,germany,2016,75.5,404.56,42.71,1.59,26.44,10.22,1061.83,9356.77,41.71,3.77,-0.27,5.1,Europe
Manufacturing,germany,2005,91.38,925.3,41.93,70.37,36.36,11.72,270.01,15528.6,95.35,56.88,3.88,5.2,Europe
Manufacturing,germany,2005,160.08,719.78,78.88,28.21,40.22,8.89,1038.02,10430.32,95.31,64.18,0.86,9.14,Europe
Manufacturing,germany,2018,53.24,940.01,23.5,6.04,3.82,5.64,1289.86,6683.01,86.32,91.96,-1.37,-2.94,Europe
Construction,germany,2012,165.24,579,32.5,56.03,30.08,16.45,1296.09,8715.46,32.76,20.94,-8.79,3.47,Europe
Mining,germany,2012,140.9,327.04,14.6,7.1,3.99,3.18,819.26,24603.98,34.69,78.38,1.52,7.63,Europe
Energy,germany,2021,178.59,682.43,33.74,137.68,8.71,14.47,929.76,15042.98,97.23,82.62,10.94,9.05,Europe
Construction,germany,2000,96.46,761.53,87.89,112.09,29.58,9.51,769.31,10466.01,40.45,31.02,9.16,-1.67,Europe
Construction,germany,2003,264.15,938.62,25.49,109.39,31.65,12.93,487.59,16589.93,78.27,88.51,-9.56,0.59,Europe
Manufacturing,germany,2013,134.73,820.71,70.25,56.74,39.68,18.18,1205.14,8204.57,61.63,12.31,-3.8,4.07,Europe
Construction,germany,2022,13.23,519.37,67.45,86.94,30.25,4.27,709.27,19184.84,51.9,47.28,-7.03,3.41,Europe
Mining,germany,2018,105.79,468.57,67.98,26.54,11.19,18.45,195.67,7961.09,45.9,90.22,8.14,3.34,Europe
Mining,germany,2004,227.26,629.99,0.88,156.31,28.48,5.97,51.05,8897.27,73.81,19.96,1.29,5.22,Europe
Construction,germany,2004,231.18,339.21,44.01,171.64,31.77,11.35,82.87,17658.33,64.26,51,3.71,-3.21,Europe
Energy,germany,2015,17.33,384.75,81.4,162.76,9.02,13.46,913.55,10356.92,69.69,62.98,-9.3,6.94,Europe
Mining,germany,2007,278.57,714.04,85.57,67.99,20.61,11.35,1174.3,18403.58,34.33,25.77,-1.03,0.68,Europe
Energy,germany,2009,4.73,140.1,49.51,137.81,8.08,7.63,791.82,16568.47,46.58,73.02,8.55,5.53,Europe
Energy,germany,2003,7.16,803.55,4.44,93.82,46.06,3.12,988,4299.49,22.26,58.83,1.86,8.38,Europe
Manufacturing,germany,2002,94.19,213.83,9.53,147.22,37.16,19.33,142.46,2001.07,70.26,24.6,3.01,6.56,Europe
Mining,germany,2015,4.92,224.62,93.36,40.15,10.94,12.29,1137.73,19666.52,67.81,57.95,8.37,2.33,Europe
Construction,germany,2011,73.9,550.67,97.12,154.63,4.4,15.93,25.53,17525.17,92.27,56.74,-8.81,9.34,Europe
Energy,germany,2006,210.67,150.48,18.82,148.03,38.67,17.8,849.5,14016.46,54.13,85.72,14.31,-3.66,Europe
Manufacturing,germany,2001,208.96,928.77,84.43,188.74,44.19,14.73,1312.34,12611.39,34.76,35.08,13.86,-3.05,Europe
Mining,germany,2010,27.49,909.91,80.99,29.53,10.63,15.13,5.39,19366.67,72.43,64.21,-4.95,8.17,Europe
Energy,germany,2008,66.63,221.83,75.26,71.29,22.33,2.22,1280.61,73.17,32.66,61.26,3.74,-0.14,Europe
Manufacturing,germany,2017,236.74,699.4,0.12,159.5,49.94,1.44,662.73,2924.59,77.39,80.98,4.91,1.17,Europe
Construction,germany,2012,278.14,664.66,79.27,23.51,13,16.21,951.57,20827.17,81,43.63,-7.45,2.36,Europe
Mining,germany,2018,68.93,605.95,59.06,60.52,40.9,16.92,283,13207.97,78.45,63.22,12.04,4.21,Europe
Construction,germany,2019,258.82,766.13,88.98,1.01,48.81,19.31,1125.35,20234.36,92.68,87.03,-1.3,0.23,Europe
Energy,germany,2012,263.54,540.98,41.15,19.88,7.24,7.61,535.51,22899,75.5,99.49,7.52,-1.6,Europe
Mining,germany,2003,138.5,34.75,19.85,116.84,24.69,18.58,713.18,8611.74,28.98,96.6,-8.07,-1.03,Europe
